,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
2485, A Class,2019,23995,Automatic,6000,Petrol,150,53.3,1.3
2486, A Class,2017,16500,Automatic,17920,Diesel,20,74.3,1.5
2487, A Class,2018,15000,Manual,28257,Diesel,150,68.9,1.5
2488, A Class,2017,14250,Manual,28584,Diesel,20,68.9,1.5
2489, A Class,2019,27994,Automatic,2367,Petrol,150,53.3,1.3
2490, A Class,2019,33450,Automatic,6724,Petrol,150,35.3,2.0
2491, A Class,2016,14400,Manual,15325,Diesel,20,72.4,1.5
2492, A Class,2016,16200,Automatic,55730,Diesel,20,67.3,2.1
2493, A Class,2015,11200,Automatic,38776,Diesel,20,68.9,2.1
2494, A Class,2015,12500,Manual,32713,Diesel,20,72.4,1.5
2495, A Class,2017,15100,Manual,43666,Petrol,145,49.6,1.6
2496, A Class,2016,12750,Manual,20458,Diesel,0,80.7,1.5
2497, A Class,2016,11400,Manual,44277,Diesel,0,80.7,1.5
2498, A Class,2019,22995,Automatic,4023,Petrol,150,53.3,1.3
2499, A Class,2018,20944,Automatic,12786,Petrol,145,52.3,1.6
2500, A Class,2020,26444,Automatic,6000,Petrol,145,28.5,2.0
2501, A Class,2016,16890,Automatic,29456,Diesel,20,68.9,2.1
2502, A Class,2020,27890,Automatic,2511,Petrol,145,53.3,1.3
2503, A Class,2017,16780,Automatic,34416,Diesel,20,74.3,1.5
2504, A Class,2016,19480,Automatic,13413,Diesel,20,67.3,2.1
2505, A Class,2017,15980,Automatic,11607,Petrol,150,55.4,1.6
2506, A Class,2019,24000,Manual,4513,Petrol,150,47.1,1.3
2507, A Class,2020,26944,Automatic,6000,Petrol,145,53.3,1.3
2508, A Class,2018,18470,Automatic,14291,Petrol,145,52.3,1.6
2509, A Class,2017,29890,Automatic,8272,Petrol,145,40.9,2.0
2510, A Class,2017,15480,Automatic,42609,Diesel,20,74.3,1.5
2511, A Class,2016,16480,Automatic,39938,Diesel,20,68.9,2.1
2512, A Class,2017,28890,Automatic,17632,Petrol,145,40.9,2.0
2513, A Class,2019,23980,Automatic,6945,Petrol,150,28.5,1.3
2514, A Class,2019,22480,Manual,11683,Petrol,150,28.5,1.3
2515, A Class,2016,13890,Manual,35933,Petrol,125,51.4,1.6
2516, A Class,2020,23444,Automatic,708,Diesel,145,56.5,2.0
2517, A Class,2020,25644,Automatic,2983,Petrol,145,53.3,1.3
2518, A Class,2016,11900,Manual,39122,Diesel,20,72.4,1.5
2519, A Class,2017,15000,Manual,29737,Diesel,145,62.8,2.1
2520, A Class,2014,11000,Automatic,51332,Diesel,20,68.9,2.1
2521, A Class,2020,26590,Automatic,2563,Petrol,145,53.3,1.3
2522, A Class,2020,26590,Automatic,2563,Petrol,145,53.3,1.3
2523, A Class,2018,19790,Automatic,13100,Petrol,145,53.3,1.3
2524, A Class,2017,15790,Manual,23364,Diesel,145,62.8,2.1
2525, A Class,2019,19250,Automatic,10632,Diesel,145,65.7,1.5
2526, A Class,2017,15800,Manual,24602,Diesel,30,62.8,2.1
2527, A Class,2020,29900,Automatic,661,Petrol,150,53.3,1.3
2528, A Class,2016,14750,Manual,16741,Petrol,125,51.4,1.6
2529, A Class,2017,17900,Automatic,10880,Petrol,145,52.3,1.6
2530, A Class,2017,15650,Automatic,28079,Petrol,145,53.3,1.6
2531, A Class,2020,23900,Manual,2006,Petrol,145,28.5,1.3
2532, A Class,2019,22250,Manual,4866,Petrol,150,28.5,1.3
2533, A Class,2017,14830,Automatic,39432,Diesel,20,74.3,1.5
2534, A Class,2018,18799,Manual,22000,Petrol,145,49.6,1.6
2535, A Class,2019,23549,Automatic,8854,Petrol,145,53.3,1.3
2536, A Class,2020,25799,Automatic,2500,Diesel,145,56.5,2.0
2537, A Class,2016,16249,Automatic,240494,Diesel,20,68.9,2.1
2538, A Class,2019,32445,Automatic,5411,Petrol,150,35.3,2.0
2539, A Class,2017,19999,Automatic,28243,Petrol,160,45.6,2.0
2540, A Class,2018,29500,Automatic,13500,Petrol,145,40.9,2.0
2541, A Class,2019,33995,Automatic,3109,Petrol,150,35.8,2.0
2542, A Class,2019,23745,Automatic,10929,Diesel,145,56.5,2.0
2543, A Class,2016,16499,Automatic,21701,Diesel,20,74.3,1.5
2544, A Class,2018,19250,Automatic,11500,Diesel,145,68.9,2.1
2545, A Class,2019,19888,Manual,9071,Petrol,145,53.3,1.3
2546, A Class,2019,23495,Automatic,2633,Diesel,145,62.8,1.5
2547, A Class,2019,22250,Manual,3434,Petrol,145,28.5,1.3
2548, A Class,2018,16500,Semi-Auto,14289,Petrol,150,49.6,1.6
2549, A Class,2017,15000,Automatic,12891,Petrol,145,55.4,1.6
2550, A Class,2017,13850,Automatic,28250,Diesel,150,74.3,1.5
2551, A Class,2018,17600,Automatic,15893,Petrol,145,52.3,1.6
2552, A Class,2016,16500,Manual,16984,Diesel,30,62.8,2.1
2553, A Class,2019,23750,Automatic,2501,Diesel,145,62.8,1.5
2554, A Class,2017,13391,Manual,38172,Diesel,145,72.4,1.5
2555, A Class,2020,27995,Automatic,2500,Diesel,145,67.3,1.5
2556, A Class,2019,23450,Automatic,2300,Diesel,145,56.5,2.0
2557, A Class,2017,109495,Automatic,1755,Petrol,145,24.8,4.0
2558, A Class,2019,23440,Automatic,10124,Petrol,145,53.3,1.3
2559, A Class,2015,12995,Automatic,34665,Diesel,20,70.6,1.5
2560, A Class,2017,16499,Automatic,20477,Diesel,145,68.9,2.1
2561, B Class,2019,23750,Automatic,278,Diesel,145,55.4,2.0
2562, B Class,2017,15890,Automatic,24841,Diesel,150,68.9,1.5
2563, B Class,2017,17513,Automatic,14128,Diesel,150,68.9,2.1
2564, B Class,2019,20945,Automatic,13661,Petrol,145,45.6,1.3
2565, B Class,2010,3890,Automatic,71000,Petrol,240,40.9,1.5
2566, B Class,2011,3990,Automatic,90000,Petrol,240,40.9,1.5
2567, B Class,2015,11240,Automatic,47000,Diesel,125,56.5,2.1
2568, B Class,2019,24616,Automatic,3710,Diesel,145,55.4,2.0
2569, B Class,2019,21394,Automatic,9573,Petrol,145,45.6,1.3
2570, B Class,2019,20882,Automatic,14257,Petrol,145,45.6,1.3
2571, B Class,2019,23280,Automatic,6441,Petrol,145,44.1,1.3
2572, B Class,2017,15480,Automatic,23290,Diesel,20,68.9,2.1
2573, B Class,2019,20700,Automatic,14931,Petrol,145,45.6,1.3
2574, B Class,2015,11995,Semi-Auto,41500,Diesel,20,67.3,1.5
2575, B Class,2013,8998,Semi-Auto,46108,Diesel,30,64.2,1.8
2576, B Class,2015,13498,Semi-Auto,20789,Diesel,20,67.3,1.5
2577, B Class,2019,21498,Manual,4653,Petrol,145,45.6,1.3
2578, B Class,2019,20998,Semi-Auto,10713,Petrol,145,45.6,1.3
2579, B Class,2017,12498,Manual,29559,Diesel,20,68.9,1.5
2580, B Class,2014,9998,Manual,24510,Diesel,30,61.4,1.5
2581, B Class,2017,15998,Semi-Auto,21306,Diesel,145,68.9,2.1
2582, B Class,2017,13498,Manual,35881,Diesel,20,68.9,1.5
2583, B Class,2019,21998,Semi-Auto,7214,Diesel,145,55.4,2.0
2584, B Class,2013,9998,Semi-Auto,34837,Diesel,30,64.2,1.8
2585, B Class,2016,13498,Manual,25726,Diesel,20,68.9,1.5
2586, B Class,2013,8200,Manual,54257,Diesel,30,61.4,1.5
2587, B Class,2019,19998,Semi-Auto,13744,Petrol,145,45.6,1.3
2588, B Class,2014,9998,Semi-Auto,16378,Diesel,20,68.9,1.5
2589, B Class,2019,24950,Automatic,1440,Diesel,145,55.4,2.0
2590, B Class,2020,23690,Automatic,3012,Diesel,145,55.4,2.0
2591, B Class,2015,10991,Semi-Auto,50501,Diesel,20,68.9,2.1
2592, B Class,2015,11991,Semi-Auto,59492,Diesel,20,67.3,2.1
2593, B Class,2017,13291,Semi-Auto,21742,Diesel,20,70.6,2.1
2594, B Class,2020,21990,Automatic,4239,Diesel,145,55.4,2.0
2595, B Class,2017,13298,Manual,31705,Diesel,150,68.9,1.5
2596, B Class,2016,13291,Semi-Auto,45250,Diesel,20,68.9,2.1
2597, B Class,2018,17990,Automatic,6217,Diesel,145,68.9,2.1
2598, B Class,2014,7495,Semi-Auto,70122,Diesel,20,68.9,1.5
2599, B Class,2015,12998,Semi-Auto,26125,Diesel,20,67.3,1.5
2600, B Class,2017,12499,Manual,40219,Diesel,145,68.9,1.5
2601, B Class,2017,13999,Manual,17341,Diesel,20,67.3,2.1
2602, B Class,2020,25999,Semi-Auto,2000,Diesel,145,55.4,2.0
2603, B Class,2017,13999,Manual,16168,Diesel,145,68.9,1.5
2604, B Class,2019,20380,Automatic,14457,Petrol,145,45.6,1.3
2605, B Class,2018,17990,Automatic,11290,Diesel,145,68.9,2.1
2606, B Class,2014,8200,Manual,39331,Diesel,0,74.3,1.5
2607, B Class,2014,9498,Semi-Auto,40217,Diesel,30,64.2,1.5
2608, B Class,2019,19998,Semi-Auto,14922,Petrol,145,45.6,1.3
2609, B Class,2017,13499,Manual,22926,Diesel,20,68.9,1.5
2610, B Class,2019,21499,Semi-Auto,14244,Petrol,145,45.6,1.3
2611, B Class,2019,22490,Semi-Auto,1378,Petrol,145,45.6,1.3
2612, B Class,2019,23395,Semi-Auto,1928,Diesel,145,55.4,2.0
2613, B Class,2019,22499,Semi-Auto,1352,Petrol,145,45.6,1.3
2614, B Class,2018,15500,Manual,6423,Diesel,145,68.9,1.5
2615, B Class,2017,16299,Semi-Auto,19160,Diesel,145,68.9,2.1
2616, B Class,2019,16930,Manual,5317,Petrol,145,49.6,1.6
2617, B Class,2016,11450,Manual,23563,Diesel,20,68.9,1.5
2618, B Class,2017,15999,Semi-Auto,13158,Diesel,150,68.9,2.1
2619, B Class,2017,14995,Semi-Auto,26109,Diesel,20,68.9,2.1
2620, B Class,2014,9999,Semi-Auto,53516,Diesel,30,60.1,1.8
2621, B Class,2014,8160,Manual,61800,Diesel,30,61.4,1.5
2622, B Class,2015,11640,Manual,34070,Diesel,30,65.7,2.1
2623, B Class,2013,8998,Semi-Auto,49674,Diesel,30,64.2,1.8
2624, B Class,2013,9750,Semi-Auto,33706,Diesel,30,64.2,1.8
2625, B Class,2017,14995,Semi-Auto,24104,Diesel,145,68.9,2.1
2626, B Class,2016,11495,Manual,52803,Diesel,20,68.9,1.5
2627, B Class,2019,22096,Automatic,11706,Petrol,145,45.6,1.3
2628, B Class,2015,12995,Semi-Auto,21578,Diesel,20,68.9,2.1
2629, B Class,2019,22076,Automatic,11864,Petrol,145,45.6,1.3
2630, B Class,2019,23990,Automatic,2501,Diesel,145,55.4,2.0
2631, B Class,2017,13991,Semi-Auto,29643,Diesel,20,68.9,1.5
2632, B Class,2019,28010,Automatic,5999,Petrol,145,37.7,2.0
2633, B Class,2019,23480,Automatic,10,Diesel,145,55.4,2.0
2634, B Class,2020,20350,Manual,1501,Petrol,145,45.6,1.3
2635, B Class,2019,23540,Semi-Auto,6452,Diesel,145,55.4,2.0
2636, B Class,2018,17871,Manual,4207,Petrol,145,49.6,1.6
2637, B Class,2016,14152,Manual,18245,Diesel,20,68.9,1.5
2638, B Class,2017,13600,Automatic,24549,Diesel,20,68.9,1.5
2639, B Class,2013,12500,Semi-Auto,42050,Diesel,30,61.4,2.1
2640, B Class,2020,19890,Manual,2001,Petrol,145,45.6,1.3
2641, B Class,2016,14980,Semi-Auto,12697,Diesel,20,68.9,2.1
2642, B Class,2018,17760,Semi-Auto,12370,Diesel,150,68.9,2.1
2643, B Class,2019,20490,Manual,4001,Petrol,145,45.6,1.3
2644, B Class,2014,9890,Automatic,41039,Diesel,30,64.2,1.5
2645, B Class,2014,10500,Manual,33000,Diesel,125,61.4,1.8
2646, B Class,2019,21690,Semi-Auto,13690,Petrol,145,45.6,1.3
2647, B Class,2015,10291,Semi-Auto,54719,Diesel,20,70.6,1.5
2648, B Class,2019,21590,Semi-Auto,7364,Diesel,145,55.4,2.0
2649, B Class,2019,23480,Automatic,150,Diesel,145,55.4,2.0
2650, B Class,2019,20498,Semi-Auto,15545,Petrol,145,45.6,1.3
2651, B Class,2013,8450,Manual,46831,Diesel,125,61.4,1.8
2652, B Class,2017,12730,Manual,14882,Diesel,150,68.9,1.5
2653, B Class,2020,20850,Manual,3955,Petrol,145,45.6,1.3
2654, B Class,2018,17991,Semi-Auto,6132,Petrol,150,50.4,1.6
2655, B Class,2019,23980,Semi-Auto,4012,Diesel,145,55.4,2.0
2656, B Class,2017,15298,Semi-Auto,18656,Diesel,20,68.9,1.5
2657, B Class,2017,15490,Semi-Auto,28000,Petrol,145,51.4,1.6
2658, B Class,2017,13500,Manual,34396,Diesel,20,68.9,1.5
2659, B Class,2019,22498,Semi-Auto,664,Petrol,145,44.8,1.3
2660, B Class,2018,19480,Semi-Auto,6178,Diesel,145,68.9,2.1
2661, B Class,2017,14286,Automatic,16280,Diesel,145,68.9,2.1
2662, B Class,2019,23980,Semi-Auto,2888,Diesel,145,55.4,2.0
2663, B Class,2019,22550,Automatic,5256,Diesel,145,55.4,2.0
2664, B Class,2017,16852,Semi-Auto,30506,Diesel,20,67.3,2.1
2665, B Class,2019,23216,Semi-Auto,2884,Diesel,145,55.4,2.0
2666, B Class,2016,11900,Manual,24468,Diesel,20,68.9,1.5
2667, B Class,2020,22980,Semi-Auto,16,Diesel,145,55.4,2.0
2668, B Class,2019,22998,Semi-Auto,2745,Petrol,145,44.8,1.3
2669, B Class,2018,15980,Manual,679,Diesel,145,68.9,1.5
2670, B Class,2017,12699,Semi-Auto,31633,Diesel,150,70.6,1.5
2671, B Class,2019,21994,Semi-Auto,7068,Diesel,150,60.1,1.5
2672, B Class,2019,25980,Semi-Auto,16,Diesel,145,55.4,2.0
2673, B Class,2018,19980,Semi-Auto,3945,Petrol,145,50.4,1.6
2674, B Class,2019,27480,Semi-Auto,7586,Diesel,145,54.3,2.0
2675, B Class,2018,20000,Semi-Auto,9723,Diesel,145,68.9,2.1
2676, B Class,2019,22500,Semi-Auto,13491,Petrol,145,45.6,1.3
2677, B Class,2019,22480,Semi-Auto,14791,Petrol,145,45.6,1.3
2678, B Class,2018,16480,Manual,3295,Petrol,145,49.6,1.6
2679, B Class,2019,18000,Manual,4429,Petrol,145,49.6,1.6
2680, B Class,2017,15282,Semi-Auto,22414,Diesel,20,67.3,2.1
2681, B Class,2018,19480,Semi-Auto,7923,Diesel,145,68.9,2.1
2682, B Class,2013,7491,Manual,65514,Petrol,150,47.9,1.6
2683, B Class,2017,13995,Semi-Auto,27000,Diesel,145,68.9,2.1
2684, B Class,2016,16495,Semi-Auto,11000,Diesel,20,68.9,2.1
2685, B Class,2017,16495,Semi-Auto,15578,Diesel,145,68.9,2.1
2686, B Class,2017,17480,Semi-Auto,16345,Petrol,125,51.4,1.6
2687, B Class,2019,20698,Semi-Auto,12244,Petrol,145,45.6,1.3
2688, B Class,2017,13999,Semi-Auto,26704,Diesel,145,68.9,2.1
2689, B Class,2019,24499,Automatic,1598,Diesel,145,55.4,2.0
2690, B Class,2019,23999,Automatic,2184,Diesel,145,55.4,2.0
2691, B Class,2019,26999,Automatic,4999,Diesel,145,55.4,2.0
2692, B Class,2019,23299,Automatic,1650,Diesel,145,55.4,2.0
2693, B Class,2017,15770,Semi-Auto,8830,Diesel,150,68.9,1.5
2694, B Class,2017,14998,Semi-Auto,35895,Petrol,150,51.4,1.6
2695, B Class,2014,10195,Automatic,58000,Diesel,30,60.1,1.8
2696, B Class,2019,24995,Semi-Auto,3925,Diesel,145,55.4,2.0
2697, B Class,2019,21499,Semi-Auto,14875,Petrol,145,45.6,1.3
2698, B Class,2019,24499,Semi-Auto,1700,Diesel,145,55.4,2.0
2699, B Class,2019,25995,Automatic,2001,Diesel,150,55.4,2.0
2700, B Class,2019,25950,Automatic,3168,Diesel,145,55.4,2.0
2701, B Class,2018,16799,Semi-Auto,18304,Diesel,145,68.9,2.1
2702, B Class,2019,22400,Automatic,13866,Petrol,145,45.6,1.3
2703, B Class,2015,13250,Semi-Auto,13008,Diesel,20,68.9,2.1
2704, B Class,2020,25931,Semi-Auto,10,Diesel,145,55.4,2.0
2705, B Class,2020,26491,Semi-Auto,3378,Diesel,145,55.4,2.0
2706, B Class,2019,23480,Automatic,10,Diesel,145,55.4,2.0
2707, B Class,2019,22176,Automatic,11144,Petrol,145,45.6,1.3
2708, B Class,2017,13862,Manual,16941,Diesel,145,68.9,1.5
2709, B Class,2020,22390,Manual,150,Petrol,145,45.6,1.3
2710, B Class,2019,26490,Automatic,1800,Diesel,145,58.9,1.5
2711, B Class,2019,21490,Semi-Auto,13122,Petrol,145,45.6,1.3
2712, B Class,2019,21500,Semi-Auto,10211,Diesel,150,55.4,2.0
2713, B Class,2016,12490,Semi-Auto,38336,Diesel,20,70.6,1.5
2714, B Class,2020,26790,Semi-Auto,363,Petrol,145,44.8,1.3
2715, B Class,2017,14991,Semi-Auto,40115,Diesel,145,68.9,2.1
2716, B Class,2019,21880,Manual,2544,Petrol,145,44.8,1.3
2717, B Class,2019,21990,Manual,50,Petrol,145,44.8,1.3
2718, B Class,2019,21990,Manual,50,Petrol,145,44.8,1.3
2719, B Class,2019,21990,Manual,50,Petrol,145,44.8,1.3
2720, B Class,2019,21990,Manual,50,Petrol,145,44.8,1.3
2721, B Class,2019,21906,Semi-Auto,13374,Petrol,145,45.6,1.3
2722, B Class,2019,22590,Manual,50,Petrol,145,44.8,1.3
2723, B Class,2019,22590,Manual,50,Petrol,145,44.8,1.3
2724, B Class,2019,22590,Manual,50,Petrol,145,44.8,1.3
2725, B Class,2016,11701,Semi-Auto,58313,Diesel,20,68.9,1.5
2726, B Class,2019,25072,Semi-Auto,2788,Petrol,145,44.8,1.3
2727, B Class,2016,15691,Semi-Auto,17342,Diesel,20,68.9,2.1
2728, B Class,2018,17991,Semi-Auto,12550,Petrol,145,50.4,1.6
2729, B Class,2014,8991,Manual,60072,Diesel,125,61.4,1.8
2730, B Class,2019,23298,Semi-Auto,5512,Diesel,145,60.1,1.5
2731, B Class,2018,17900,Semi-Auto,15371,Diesel,145,68.9,2.1
2732, B Class,2018,19995,Semi-Auto,9787,Petrol,150,51.4,1.6
2733, B Class,2017,11900,Manual,43473,Diesel,145,68.9,1.5
2734, B Class,2019,20995,Semi-Auto,11975,Petrol,145,45.6,1.3
2735, B Class,2017,16995,Semi-Auto,10519,Diesel,20,68.9,2.1
2736, B Class,2017,11998,Manual,44480,Diesel,30,65.7,2.1
2737, B Class,2017,16998,Semi-Auto,2174,Diesel,150,68.9,2.1
2738, B Class,2018,13495,Semi-Auto,31500,Diesel,150,70.6,1.5
2739, B Class,2017,14900,Semi-Auto,30285,Diesel,145,68.9,1.5
2740, B Class,2019,23999,Automatic,700,Diesel,145,55.4,2.0
2741, B Class,2019,20499,Automatic,15861,Petrol,145,45.6,1.3
2742, B Class,2019,17498,Manual,4273,Petrol,145,49.6,1.6
2743, B Class,2019,28190,Semi-Auto,5000,Petrol,145,37.7,2.0
2744, B Class,2020,28491,Semi-Auto,1329,Diesel,145,55.4,2.0
2745, B Class,2019,21980,Semi-Auto,11748,Petrol,145,45.6,1.3
2746, B Class,2017,13980,Manual,17403,Diesel,145,68.9,1.5
2747, B Class,2017,16780,Semi-Auto,9605,Diesel,145,68.9,1.5
2748, B Class,2020,24980,Semi-Auto,1989,Diesel,145,55.4,2.0
2749, B Class,2017,14298,Manual,12349,Diesel,150,68.9,1.5
2750, B Class,2019,19790,Semi-Auto,13621,Petrol,145,45.6,1.3
2751, B Class,2020,23990,Semi-Auto,1499,Diesel,145,55.4,2.0
2752, B Class,2019,23480,Semi-Auto,1998,Diesel,145,55.4,2.0
2753, B Class,2020,22990,Semi-Auto,1499,Diesel,145,55.4,2.0
2754, B Class,2014,8990,Semi-Auto,50554,Diesel,30,64.2,1.5
2755, B Class,2020,24990,Semi-Auto,19,Diesel,145,55.4,2.0
2756, B Class,2014,8990,Semi-Auto,50554,Diesel,30,64.2,1.5
2757, B Class,2019,22957,Automatic,13628,Petrol,145,45.6,1.3
2758, B Class,2019,23255,Automatic,9105,Petrol,145,45.6,1.3
2759, B Class,2019,22440,Automatic,13845,Petrol,145,45.6,1.3
2760, B Class,2019,24950,Semi-Auto,2771,Diesel,145,58.9,1.5
2761, B Class,2019,27295,Automatic,4001,Diesel,145,55.4,2.0
2762, B Class,2019,21980,Semi-Auto,12754,Petrol,145,45.6,1.3
2763, B Class,2019,21980,Automatic,13765,Petrol,145,45.6,1.3
2764, B Class,2019,21980,Semi-Auto,9318,Petrol,145,45.6,1.3
2765, B Class,2019,21980,Semi-Auto,7744,Petrol,145,45.6,1.3
2766, B Class,2019,21980,Semi-Auto,7332,Petrol,145,45.6,1.3
2767, B Class,2019,21980,Semi-Auto,12569,Petrol,145,45.6,1.3
2768, B Class,2019,21980,Semi-Auto,9350,Petrol,145,45.6,1.3
2769, B Class,2019,21980,Semi-Auto,11748,Petrol,145,45.6,1.3
2770, B Class,2019,26480,Automatic,11645,Diesel,145,54.3,2.0
2771, B Class,2017,13980,Manual,20034,Diesel,145,68.9,1.5
2772, B Class,2019,22480,Semi-Auto,7531,Petrol,145,45.6,1.3
2773, B Class,2019,23480,Semi-Auto,2010,Diesel,145,55.4,2.0
2774, B Class,2018,16990,Automatic,11714,Diesel,145,68.9,1.5
2775, B Class,2019,22990,Automatic,1649,Diesel,145,55.4,2.0
2776, B Class,2019,22990,Automatic,1125,Diesel,145,55.4,2.0
2777, B Class,2019,21856,Automatic,12617,Petrol,145,45.6,1.3
2778, B Class,2017,13952,Manual,14005,Diesel,145,65.7,2.1
2779, B Class,2019,27146,Semi-Auto,9814,Diesel,145,54.3,2.0
2780, B Class,2020,25487,Semi-Auto,3857,Diesel,145,55.4,2.0
2781, B Class,2019,23480,Semi-Auto,1992,Diesel,145,55.4,2.0
2782, B Class,2019,27300,Semi-Auto,5860,Petrol,145,37.7,2.0
2783, B Class,2019,21980,Semi-Auto,9318,Petrol,145,45.6,1.3
2784, B Class,2019,21980,Semi-Auto,7744,Petrol,145,45.6,1.3
2785, B Class,2019,23980,Semi-Auto,2154,Diesel,145,55.4,2.0
2786, B Class,2019,21980,Semi-Auto,7332,Petrol,145,45.6,1.3
2787, B Class,2019,27480,Semi-Auto,5308,Diesel,145,54.3,2.0
2788, B Class,2016,14500,Semi-Auto,30202,Diesel,20,68.9,2.1
2789, B Class,2019,24987,Automatic,7676,Diesel,145,55.4,2.0
2790, B Class,2019,22490,Manual,169,Petrol,145,44.8,1.3
2791, B Class,2019,22990,Manual,169,Petrol,145,44.8,1.3
2792, B Class,2019,22990,Manual,169,Petrol,145,44.8,1.3
2793, B Class,2019,22990,Manual,169,Petrol,145,44.8,1.3
2794, B Class,2016,14500,Manual,26728,Petrol,145,49.6,1.6
2795, B Class,2017,14500,Manual,11840,Diesel,145,68.9,1.5
2796, B Class,2019,25810,Semi-Auto,8290,Diesel,145,55.4,2.0
2797, B Class,2019,19090,Manual,5830,Diesel,145,65.7,2.1
2798, B Class,2019,26991,Automatic,275,Diesel,145,55.4,2.0
2799, B Class,2019,23480,Automatic,150,Diesel,145,55.4,2.0
2800, B Class,2019,21450,Automatic,5683,Diesel,145,55.4,2.0
2801, B Class,2018,15812,Manual,2681,Diesel,145,68.9,1.5
2802, B Class,2019,16846,Manual,2780,Petrol,150,49.6,1.6
2803, B Class,2016,13990,Semi-Auto,45782,Diesel,20,68.9,2.1
2804, B Class,2014,9701,Semi-Auto,27430,Diesel,20,68.9,1.5
2805, B Class,2019,22990,Semi-Auto,1606,Diesel,145,55.4,2.0
2806, B Class,2019,22990,Automatic,2486,Diesel,145,55.4,2.0
2807, B Class,2019,24490,Automatic,1677,Diesel,145,55.4,2.0
2808, B Class,2018,17495,Semi-Auto,6500,Petrol,150,51.4,1.6
2809, B Class,2019,24790,Semi-Auto,7463,Diesel,145,55.4,2.0
2810, B Class,2014,8490,Manual,75894,Diesel,0,74.3,1.5
2811, B Class,2020,25995,Semi-Auto,648,Diesel,145,55.4,2.0
2812, B Class,2017,11990,Manual,43069,Diesel,145,68.9,1.5
2813, B Class,2019,19295,Semi-Auto,11641,Petrol,145,45.6,1.3
2814, B Class,2019,19490,Semi-Auto,7698,Petrol,145,51.4,1.6
2815, B Class,2019,19790,Semi-Auto,14554,Petrol,145,45.6,1.3
2816, B Class,2018,16990,Semi-Auto,14717,Diesel,150,68.9,2.1
2817, B Class,2015,13490,Manual,19499,Diesel,30,62.8,2.1
2818, B Class,2017,14994,Semi-Auto,29162,Petrol,125,51.4,1.6
2819, B Class,2019,22990,Automatic,1539,Diesel,145,55.4,2.0
2820, B Class,2019,24490,Automatic,1695,Diesel,145,55.4,2.0
2821, B Class,2018,19462,Automatic,6775,Diesel,145,68.9,2.1
2822, B Class,2017,14542,Manual,16274,Diesel,145,68.9,1.5
2823, B Class,2019,21326,Automatic,18520,Petrol,145,45.6,1.3
2824, B Class,2019,23980,Semi-Auto,169,Diesel,145,55.4,2.0
2825, B Class,2014,9792,Manual,37789,Diesel,30,61.4,1.5
2826, B Class,2014,12999,Semi-Auto,22261,Petrol,200,42.2,2.0
2827, B Class,2020,23495,Manual,2000,Petrol,145,45.6,1.3
2828, B Class,2018,17499,Semi-Auto,14890,Diesel,145,68.9,2.1
2829, B Class,2019,21295,Semi-Auto,13389,Petrol,150,45.6,1.3
2830, B Class,2019,18195,Semi-Auto,11877,Diesel,145,68.9,2.1
2831, B Class,2020,26495,Semi-Auto,100,Diesel,145,55.4,2.0
2832, B Class,2019,21480,Semi-Auto,14815,Petrol,145,45.6,1.3
2833, B Class,2019,21480,Semi-Auto,13871,Petrol,145,45.6,1.3
2834, B Class,2019,22890,Semi-Auto,12250,Diesel,145,55.4,2.0
2835, B Class,2019,27949,Semi-Auto,1732,Petrol,145,37.7,2.0
2836, B Class,2017,13980,Manual,24610,Diesel,145,65.7,2.1
2837, B Class,2019,21890,Semi-Auto,13080,Petrol,145,45.6,1.3
2838, B Class,2019,24890,Automatic,4271,Diesel,145,55.4,2.0
2839, B Class,2016,14490,Semi-Auto,24178,Diesel,20,68.9,1.5
2840, B Class,2019,21890,Automatic,13338,Petrol,145,45.6,1.3
2841, B Class,2019,21890,Semi-Auto,12247,Petrol,145,45.6,1.3
2842, B Class,2019,19950,Semi-Auto,14300,Petrol,145,45.6,1.3
2843, B Class,2019,26395,Semi-Auto,8612,Diesel,145,54.3,2.0
2844, B Class,2019,20890,Semi-Auto,3166,Diesel,145,68.9,2.1
2845, B Class,2019,26890,Semi-Auto,7822,Diesel,145,54.3,2.0
2846, B Class,2017,16495,Semi-Auto,26847,Diesel,20,68.9,2.1
2847, B Class,2019,21890,Semi-Auto,13519,Petrol,145,45.6,1.3
2848, B Class,2019,26299,Semi-Auto,3127,Diesel,145,55.4,2.0
2849, B Class,2019,26399,Semi-Auto,2489,Diesel,145,55.4,2.0
2850, B Class,2013,8080,Manual,62702,Diesel,125,61.4,1.8
2851, B Class,2018,17499,Semi-Auto,14890,Diesel,145,68.9,2.1
2852, B Class,2020,24495,Semi-Auto,100,Diesel,145,55.4,2.0
2853, B Class,2019,24589,Semi-Auto,1000,Diesel,145,55.4,2.0
2854, B Class,2019,26099,Semi-Auto,4277,Diesel,145,55.4,2.0
2855, B Class,2019,20995,Manual,584,Petrol,145,44.8,1.3
2856, B Class,2019,22499,Semi-Auto,13021,Petrol,145,45.6,1.3
2857, B Class,2018,16299,Manual,2300,Diesel,145,68.9,1.5
2858, B Class,2019,27299,Semi-Auto,8768,Diesel,145,54.3,2.0
2859, B Class,2019,25699,Semi-Auto,12090,Diesel,150,54.3,2.0
2860, B Class,2019,22399,Semi-Auto,13969,Petrol,145,45.6,1.3
2861, B Class,2019,24999,Semi-Auto,2900,Diesel,145,55.4,2.0
